Num,BN,CL,COND,DB,DBDR,DBN,DDR,DIR,FL,HN,HP,HPD,I,LEAD,MAND,MGL,MOVT,MOVTS,MS,NEW,No,OB,ORCH,ORG,PF,REVIEW,TPT,V,VA,VAR,VC,VDAG,VN,GU,PSALTERY
5.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,KNYVETT-c2,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,PAGE,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,SALMON,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,HOBLER,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,GUICHARD,,,,,,,
10.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,CHRISTIAN,,,,,,,
11.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,DANBY,,,,,,,
12.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,WEBBE,,,,,,,
13.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,DUCREST~,,,,,,,
14.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,KNYVETT-w,,,,,,,
15.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,SALE-jb,,,,,,,
16.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,DANBY-1,,,,,,,
17.0,,,,,,,,,,,,,,,,,,,,,3617.0,,,,,,,HARRISON~,,,,,,,
0.0,,,,,,,,,,,,,,,,,True,,,True,3618.0,,,,,True,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,True,3620.0,,,,,True,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,True,,True,3621.0,,,,,True,,,,,,,,,
0.0,,,,,,,,,,,,,,MOUNTAIN,,,,,,,3623.0,PARKE-Wt,,,,True,SARJANT,INCLEDON,,,ELEY,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3623.0,,,,,,,SEDGWICK,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3623.0,,,,,,,BANNISTER,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3623.0,,,,,,,MOUNTAIN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3623.0,,,,,,,CLENDINING~,,,,,,,
0.0,,,HAYES-p,,,,,,,,,,,CRAMER-w,,,,,,,3625.0,,,GREATOREX,,True,,,,,,,,,
1.0,,,MILLER-e,,,,,,,,,,,,,,,,,,3625.0,,,,,,,,,,,,,,
0.0,,,,,,,ASHLEY-Rg,ASHLEY-j,,,,,,ASHLEY-Gc,,,,,,,3626.0,,,ASHLEY-Jj,,True,,MARA~,,,ASHLEY-Cj,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,HILL-2,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,FLORIO-ch,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,LINTON-w,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3626.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,,,,,,,,,,True,,,True,3627.0,,,,,True,,,,,,,,,
0.0,,,,,,,,LINLEY-t1,ASHE,,,,,SHAW,,,,,,,3628.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3628.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3628.0,,,,,,,(OF,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3628.0,,,,,,,LIVERPOOL,,,,,,,
0.0,,,,,,,,ASHLEY-j,,,,,,ASHLEY-Gc,,,,,,,3629.0,,,ASHLEY-Jj,,True,,MARA~,,,ASHLEY-Cj,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,HILL-2,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,FLORIO-ch,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,LINTON-w,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3629.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3630.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3630.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3630.0,,,,,,,WELSH-t,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3630.0,,,,,,,DIGNUM,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3630.0,,,,,,,MILLER-2,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3630.0,,,,,,,KELLY-m,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3630.0,,,,,,,STORACE~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3630.0,,,,,,,LEAK~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3630.0,,,,,,,BLAND~,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3630.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,ASHLEY-j,,,,,,ASHLEY-Gc,,,,,,,3631.0,,,ASHLEY-Jj,,True,,MARA~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,FLORIO-ch,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,LINTON-w,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,HILL-2,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3631.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,,,,,,,,,,True,,,,3632.0,,,,,True,,,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3633.0,,,,,True,HYDE,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3633.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3633.0,,,,,,,WELSH-t,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3633.0,,,,,,,DIGNUM,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3633.0,,,,,,,KELLY-m,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3633.0,,,,,,,STORACE~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3633.0,,,,,,,LEAK~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3633.0,,,,,,,BLAND~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3633.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,ASHLEY-j,,,,,,ASHLEY-Gc,,,,,,,3634.0,,,ASHLEY-Jj,,True,,MARA~,,,ASHLEY-Cj,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,FLORIO-ch,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,LINTON-w,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,HILL-2,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3634.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,,,,,,,SALOMON,,,,,,,3635.0,,,,HAYDN,True,,,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3636.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3636.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3636.0,,,,,,,WELSH-t,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3636.0,,,,,,,DIGNUM,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3636.0,,,,,,,KELLY-m,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3636.0,,,,,,,STORACE~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3636.0,,,,,,,LEAK~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3636.0,,,,,,,BLAND~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3636.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,ASHLEY-j,,SHUTZE,,,,ASHLEY-Gc,,,,,,,3637.0,,,ASHLEY-Jj,,True,,MARA~,,,ASHLEY-Cj,,ASHLEY-Gc,,
1.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,FLORIO-ch,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,LINTON-w,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,HILL-2,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3637.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,True,3638.0,,,,,,,,,,,,,,
0.0,,,,,,,ASHBRIDGE,ARNOLD,,,,,,CRAMER-w,,,,,,,3639.0,,,,,True,,MARA~,,,,,,,
1.0,,,,,,,,DUPUIS,,,,,,,,,,,,,3639.0,,,,,,,PARKE~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3639.0,,,,,,,DUCREST~,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3639.0,,,,,,,NIELD,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3639.0,,,,,,,BARTLEMAN,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3639.0,,,,,,,SALE,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3639.0,,,,,,,BELLAMY-tl,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3640.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3640.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3640.0,,,,,,,WELSH-t,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3640.0,,,,,,,DIGNUM,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3640.0,,,,,,,KELLY-m,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3640.0,,,,,,,STORACE~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3640.0,,,,,,,LEAK~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3640.0,,,,,,,BLAND~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3640.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,ASHLEY-j,,,,,,ASHLEY-Gc,,,,,,,3641.0,,,ASHLEY-Jj,,True,,MARA~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,FLORIO-ch,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,LINTON-w,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,HILL-2,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3641.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3642.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3642.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3642.0,,,,,,,WELSH-t,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3642.0,,,,,,,DIGNUM,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3642.0,,,,,,,KELLY-m,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3642.0,,,,,,,STORACE~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3642.0,,,,,,,LEAK~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3642.0,,,,,,,BLAND~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3642.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,ASHLEY-j,,,,,,ASHLEY-Gc,,,,,,,3643.0,,,ASHLEY-Jj,,True,,MARA~,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,FLORIO-ch,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,LINTON-w,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,HILL-2,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3643.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,True,3644.0,,,,,True,,,,,,,,,
0.0,,,CRAMER-w,,,,,,,,,,,,,,,,,,3645.0,,,,,,,CRESCENTINI,,,,,,,
1.0,,,SHIELD,,,,,,,,,,,,,,,,,,3645.0,,,,,,,ROVEDINO,,,,,,,
2.0,,,FEDERICI,,,,,,,,,,,,,,,,,,3645.0,,,,,,,MORELLI,,,,,,,
3.0,,,LINDLEY,,,,,,,,,,,,,,,,,,3645.0,,,,,,,BANTI~,,,,,,,
4.0,,,CRAMER-F,,,,,,,,,,,,,,,,,,3645.0,,,,,,,MORICHELLI~,,,,,,,
5.0,,,GREATOREX,,,,,,,,,,,,,,,,,,3645.0,,,,,,,,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3646.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3646.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3646.0,,,,,,,DIGNUM,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3646.0,,,,,,,WELSH-t,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3646.0,,,,,,,STORACE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3646.0,,,,,,,LEAK~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3646.0,,,,,,,BLAND~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3646.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,ASHLEY-j,,SHUTZE,,,,ASHLEY-Gc,,,,,,,3647.0,,,ASHLEY-Jj,,True,,MARA~,,,ASHLEY-Cj,,ASHLEY-Gc,,
1.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,FLORIO-ch,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,LINTON-w,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,HILL-2,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3647.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,3648.0,,,,,True,,,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3649.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3649.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3649.0,,,,,,,DIGNUM,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3649.0,,,,,,,WELSH-t,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3649.0,,,,,,,KELLY-m,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3649.0,,,,,,,STORACE~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3649.0,,,,,,,LEAK~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3649.0,,,,,,,BLAND~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3649.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,3650.0,,,,,True,,,,,,,,,
0.0,,,,,,,,,,,,,,ASHLEY-Gc,,,,,,,3651.0,,,,,True,,MARA~,,,ASHLEY-Cj,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,FLORIO-ch,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,LINTON-w,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,HILL-2,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3651.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,True,3652.0,,,,,True,,,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,MEYER,,,SHAW,,,,,,,3653.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3653.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3653.0,,,,,,,DIGNUM,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3653.0,,,,,,,WELSH-t,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3653.0,,,,,,,KELLY-m,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3653.0,,,,,,,MASON~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3653.0,,,,,,,STORACE~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3653.0,,,,,,,LEAK~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3653.0,,,,,,,BLAND~,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3653.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,ASHLEY-j,,,,,,ASHLEY-Gc,,,,,,,3654.0,,,ASHLEY-Jj,,True,,MARA~,,,ASHLEY-Cj,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,FLORIO-ch,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,LINTON-w,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,HILL-2,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3654.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3655.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3655.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,DIGNUM,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,FISHER-je,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,WELSH-t,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,KELLY-m,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,STORACE~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,LEAK~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,BLAND~,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3655.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3656.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3656.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3656.0,,,,,,,DIGNUM,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3656.0,,,,,,,WELSH-t,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3656.0,,,,,,,KELLY-m,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3656.0,,,,,,,STORACE~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3656.0,,,,,,,LEAK~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3656.0,,,,,,,BLAND~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3656.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,ASHLEY-j,,,,,,ASHLEY-Gc,,,,,,,3657.0,,,ASHLEY-Jj,,True,SARJANT,MARA~,,,ASHLEY-Cj,,ASHLEY-Gc,,
1.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,STUART~,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,HUMMELL-1,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,BRUMAN~,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,PARKE~,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,INCLEDON,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,HILL-2,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,FLORIO-ch,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,LINTON-w,,,,,,,
9.0,,,,,,,,,,,,,,,,,,,,,3657.0,,,,,,,BARTLEMAN,,,,,,,
0.0,,,,,,,,LINLEY-t1,,,,,,SHAW,,,,,,,3658.0,,,,,True,,HARRISON,,,,,,,
1.0,,,,,,,,STORACE-s2,,,,,,,,,,,,,3658.0,,,,,,,MEREDITH-2,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3658.0,,,,,,,DIGNUM,,,,,,,
3.0,,,,,,,,,,,,,,,,,,,,,3658.0,,,,,,,WELSH-t,,,,,,,
4.0,,,,,,,,,,,,,,,,,,,,,3658.0,,,,,,,KELLY-m,,,,,,,
5.0,,,,,,,,,,,,,,,,,,,,,3658.0,,,,,,,STORACE~,,,,,,,
6.0,,,,,,,,,,,,,,,,,,,,,3658.0,,,,,,,LEAK~,,,,,,,
7.0,,,,,,,,,,,,,,,,,,,,,3658.0,,,,,,,BLAND~,,,,,,,
8.0,,,,,,,,,,,,,,,,,,,,,3658.0,,,,,,,CROUCH~,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,3659.0,,,,,True,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,True,3662.0,,,,,,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,True,3663.0,,,,,True,,,,,,,,,
0.0,,,,,,,,,,,,,,CRAMER-w,,,,,,True,3664.0,,,,,True,,,,,,,,,
0.0,,,,,,,,,,,,,,,,,,,,,3665.0,,,,,True,,,,,,,,,
0.0,,,,,,,,,,,,,,CRAMER-w,,,,,,True,3668.0,,,GREATOREX,,True,,HARRISON,,,,,,,
1.0,,,,,,,,,,,,,,,,,,,,,3668.0,,,,,,,ROVEDINO,,,,,,,
2.0,,,,,,,,,,,,,,,,,,,,,3668.0,,,,,,,ROSELLI,,,,,,,
