,Composer,From,Genre,No,Title_of_Piece,Instrument_Num,Instrument,Performer
3970,END,0,CN,1431,0,0,VN,SIRMEN~
3971,IN,0,SL,1431,0,0,VC,DUPORT-jp
3972,IN,0,0,1431,0,0,0.0,PART
3973,0,0,SG,1431,0,0,vc,DUPORT-jp
3974,0,0,CH,1432,0,0,0.0,BOYS_OF_CR
3975,BACH,0,O,1434,^GIOAS_RE_DI_GIUDA^,0,0.0,0.0
3976,END,0,CN,1434,0,0,VN,SIRMEN~
3977,IN,0,SL,1434,0,0,VC,DUPORT-jp
3978,IN,0,0,1434,0,0,0.0,PART
3979,0,0,SG,1434,0,0,vc,DUPORT-jp
3980,0,O ^OLIMPIADE^,SG,1440,0,0,0.0,GRASSI~
3981,0,0,SG,1440,0,0,0.0,SAVOI
3982,0,0,CN,1440,0,0,BN,BAUMGARTEN-s
3983,0,0,SG,1440,0,0,0.0,GUGLIELMI~
3984,0,0,CN,1440,0,0,FL,TACET
3985,0,0,SG,1440,0,0,0.0,ROMANI~
3986,0,0,SG,1440,0,0,0.0,GUGLIELMI~
3987,0,0,SL,1440,0,0,VC,DUPORT-jp
3988,0,0,SG,1440,0,0,0.0,TENDUCCI
3989,0,0,SG,1440,0,0,0.0,RISTORINI
3990,GUGLIELMI,GUGLIELMI O ^EZIO^,TR,1440,0,0,V,?
3991,GUGLIELMI,GUGLIELMI O ^EZIO^,TR,1440,0,1,V,?
3992,GUGLIELMI,GUGLIELMI O ^EZIO^,TR,1440,0,2,V,?
3993,0,0,CN,1440,0,0,OB,FISCHER
3994,0,0,SG,1440,0,0,0.0,GRASSI~
3995,0,0,SG,1440,0,0,0.0,TENDUCCI
3996,0,0,CN,1440,0,0,VN,SIRMEN~
3997,BACH,BACH O ^ASTARTO^,QT,1440,0,0,V,?
3998,BACH,BACH O ^ASTARTO^,QT,1440,0,1,V,?
3999,BACH,BACH O ^ASTARTO^,QT,1440,0,2,V,?
4000,BACH,BACH O ^ASTARTO^,QT,1440,0,3,V,?
4001,GIORDANI,0,FP,1440,0,0,0.0,0.0
4002,HANDEL,0,O,1442,^SAMSON^,0,0.0,0.0
4003,0,0,CN,1442,0,0,ORG,STANLEY
4004,0,0,SL,1442,0,0,VC,DUPORT-jp
4005,HANDEL,0,O,1443,^JUDAS_MACCABAEUS^,0,0.0,0.0
4006,END,0,SL,1443,0,0,0.0,0.0
4007,END,0,0,1443,0,0,0.0,PART
4008,0,0,CN,1443,0,0,VN,SIRMEN~
4009,HANDEL,0,O,1447,^JUDAS_MACCABAEUS^,0,0.0,0.0
4010,0,0,CN,1447,0,0,ORG,STANLEY
4011,0,0,SL,1447,0,0,VC,DUPORT-jp
4012,HANDEL,0,O,1448,^MESSIAH^,0,0.0,0.0
4013,0,0,SL,1448,0,0,VN,SIRMEN~
4014,0,0,CN,1448,0,0,FL,FLORIO
4015,HANDEL,0,O,1449,^ISRAEL_IN_EGYPT^,0,0.0,0.0
4016,0,0,CN,1449,0,0,ORG,STANLEY
4017,0,0,SL,1449,0,0,VC,DUPORT-jp
4018,HANDEL,0,O,1450,^MESSIAH^,0,0.0,0.0
4019,END,0,SL,1450,0,0,0.0,0.0
4020,END,0,0,1450,0,0,0.0,PART
4021,0,0,CN,1450,0,0,VN,SIRMEN~
4022,HANDEL,0,O,1452,^ALEXANDER'S_FEAST^,0,0.0,0.0
4023,HANDEL,0,O,1452,^CORONATION_ANTHEM^,0,0.0,0.0
4024,0,0,CN,1452,0,0,ORG,STANLEY
4025,0,0,SL,1452,0,0,VC,DUPORT-jp
4026,ARNOLD,0,O,1453,^THE_CURE_OF_SAUL^,0,0.0,0.0
4027,0,0,SL,1453,0,0,VN,SIRMEN~
4028,0,0,CN,1453,0,0,FL,FLORIO
4029,JOMMELLI,0,O,1454,^LA_PASSIONE_di_gesu_cristo^,0,0.0,0.0
4030,0,0,CN,1454,0,0,VN,SIRMEN~
4031,PERGOLESI,0,O,1454,^STABAT_MATER^,0,0.0,0.0
4032,END,0,CN,1454,0,0,BN,BAUMGARTEN-s
4033,END,0,0,1454,0,0,0.0,PART
4034,0,0,SL,1454,0,0,VN,SIRMEN~
4035,GUGLIELMI,0,CH,1454,0,0,0.0,0.0
4036,HANDEL,0,O,1455,^SAMSON^,0,0.0,0.0
4037,0,0,CN,1455,0,0,ORG,STANLEY
4038,0,0,SL,1455,0,0,VC,DUPORT-jp
4039,HANDEL,0,O,1456,^SAMSON^,0,0.0,0.0
4040,END,0,CN,1456,0,0,0.0,0.0
4041,END,0,0,1456,0,0,0.0,PART
4042,0,0,SL,1456,0,0,VN,SIRMEN~
4043,MAJO-G,0,SG,1456,0,0,0.0,GUADAGNI
4044,HANDEL,0,O,1458,^JUDAS_MACCABAEUS^,0,0.0,0.0
4045,0,0,CN,1458,0,0,ORG,STANLEY
4046,0,0,SL,1458,0,0,VC,DUPORT-jp
4047,PICCINNI,0,O,1459,^THE_DEATH_OF_ABEL^,0,0.0,0.0
4048,0,0,SL,1459,0,0,VN,SIRMEN~
4049,0,0,CN,1459,0,0,FL,FLORIO
4050,JOMMELLI,0,O,1460,^LA_PASSIONE_di_gesu_cristo^,0,0.0,0.0
4051,END,0,CN,1460,0,0,VN,SIRMEN~
4052,PERGOLESI,0,O,1460,^STABAT_MATER^,0,0.0,0.0
4053,END,0,CN,1460,0,0,BN,BAUMGARTEN-s
4054,END,0,0,1460,0,0,0.0,PART
4055,0,0,SL,1460,0,0,VN,SIRMEN~
4056,GUGLIELMI,0,CH,1460,0,0,0.0,0.0
4057,HANDEL,0,O,1461,^DEBORAH^,0,0.0,0.0
4058,0,0,CN,1461,0,0,VN,BARTHELEMON
4059,0,0,SL,1461,0,0,VC,DUPORT-jp
4060,HANDEL,0,O,1462,^MESSIAH^,0,0.0,0.0
4061,END,0,CN,1462,0,0,0.0,0.0
4062,END,0,0,1462,0,0,0.0,PART
4063,0,0,SL,1462,0,0,VN,SIRMEN~
4064,0,0,SG,1462,0,0,0.0,GUADAGNI
4065,PIECE,0,0,1463,0,0,HP,EVANS
4066,HANDEL,0,O,1465,^ACIS_AND_GALATEA^,0,0.0,0.0
4067,HANDEL,0,0,1465,^ode_for_st_cecilia's_day^,0,0.0,0.0
4068,0,0,CN,1465,0,0,ORG,STANLEY
4069,0,0,SL,1465,0,0,VC,DUPORT-jp
4070,HANDEL,0,O,1466,^MESSIAH^,0,0.0,0.0
4071,0,0,SL,1466,0,0,VN,SIRMEN~
4072,0,0,CN,1466,0,0,FL,FLORIO
4073,ARNOLD,0,SG,1466,0,0,0.0,GUADAGNI
4074,HANDEL,0,O,1469,^ALEXANDER'S_FEAST^,0,0.0,0.0
4075,HANDEL,0,O,1469,^CORONATION_ANTHEM^,0,0.0,0.0
4076,0,0,CN,1469,0,0,ORG,STANLEY
4077,0,0,SL,1469,0,0,VC,DUPORT-jp
4078,ARNOLD,0,O,1470,^THE_RESURRECTION^,0,0.0,0.0
4079,END,0,CN,1470,0,0,0.0,0.0
4080,END,0,0,1470,0,0,0.0,PART
4081,0,0,SL,1470,0,0,VN,SIRMEN~
4082,HANDEL,0,O,1473,^MESSIAH^,0,0.0,0.0
4083,0,0,SL,1473,0,0,VC,DUPORT-jp
4084,HANDEL,0,O,1474,^JUDAS_MACCABAEUS^,0,0.0,0.0
4085,0,0,SL,1474,0,0,VN,SIRMEN~
4086,0,0,CN,1474,0,0,FL,FLORIO
4087,0,0,CN,1475,0,0,OB,FISCHER
4088,0,0,SL,1475,0,0,VC,DUPORT-jp
4089,0,0,TR,1475,0,0,MAND,GERVASIO
4090,HANDEL,0,O,1476,^MESSIAH^,0,0.0,0.0
4091,0,0,SL,1476,0,0,VC,DUPORT-jp
4092,ARNOLD,0,O,1477,^THE_RESURRECTION^,0,0.0,0.0
4093,END,0,CN,1477,0,0,0.0,0.0
4094,END,0,0,1477,0,0,0.0,PART
4095,0,0,SL,1477,0,0,VN,SIRMEN~
4096,PIECE,0,0,1479,0,0,HP,BROMLEY
4097,AIRS,0,0,1479,0,0,0.0,TRIPLE_HP>
4098,0,0,SL,1479,0,0,VN,FISHER
4099,0,0,GL,1482,0,0,0.0,0.0
4100,SCOTT~,0,0,1482,0,0,0.0,BARTHELEMON~M
4101,0,0,CN,1482,0,0,VN,BARTHELEMON
4102,PIECE,0,0,1483,0,0,HP,EVANS-E
4103,VENTO,0,0,1485,0,0,0.0,MEETING
4104,HANDEL,0,O,1486,^JUDAS_MACCABAEUS^,0,0.0,0.0
4105,END,0,SL,1486,0,0,VC,DUPORT-jp
4106,END,0,0,1486,0,0,0.0,PART
4107,0,0,CN,1486,0,0,VN,FISHER
4108,HOOK,0,SG,1486,0,0,OB,PARKE
4109,HOOK,0,SG,1486,0,1,BN,BAUMGARTEN-s
4110,HOOK,0,SG,1486,0,2,PF,HOOK
4111,0,0,CN,1488,0,0,HPD,SIRMEN~
4112,WHOLE,0,0,1491,0,0,0.0,MEETING
4113,BETWEEN,0,SG,1491,0,0,0.0,(NEW
4114,ON,0,0,1491,0,0,0.0,PURPOSELY)
4115,HASSE,0,SG,1491,0,0,0.0,GUADAGNI
4116,GIARDINI,0,O,1494,^RUTH^,0,0.0,0.0
4117,AFTER,0,0,1494,0,0,0.0,PART
4118,0,0,CN,1494,0,0,VN,SIRMEN~
4119,0,0,CN,1495,0,0,VN,SIRMEN~
4120,0,0,SL,1495,0,0,VDAG,ABEL
4121,0,0,CN,1495,0,0,FL,WENDLING
4122,0,0,SL,1495,0,0,VC,DUPORT-jp
4123,0,0,CN,1495,0,0,OB,FISCHER
4124,HANDEL,0,O,1496,^MESSIAH^,0,0.0,0.0
4125,0,0,CN,1496,0,0,VN,GIARDINI
4126,0,0,CN,1496,0,0,VC,DUPORT-jp
4127,0,0,CNTE,1499,0,0,VN,SIRMEN~
4128,0,0,CNTE,1499,0,1,VN,KAMMELL
4129,0,0,CN,1500,0,0,VN,SIRMEN~
4130,0,0,SL,1500,0,0,VDAG,ABEL
4131,0,0,CN,1500,0,0,PF,HULLMANDEL
4132,0,0,CN,1500,0,0,FL,WENDLING
4133,0,0,SL,1500,0,0,VC,DUPORT-jp
4134,0,0,SL,1501,0,0,VC,CIRRI
4135,0,0,CN,1501,0,0,FL,WENDLING
4136,0,0,CN,1501,0,0,BN,CORRI-1
4137,0,_GERMANY,DT,1501,0,0,CL,TWO_GENTLEMEN_
4138,0,_GERMANY,DT,1501,0,1,CL,?
4139,[BURLETTA,0,0,1502,0,0,0.0,OPENS
4140,WORKS,0,O,1502,^LA_SERVA_PADRONA^,0,0.0,PERGOLESI
4141,ARNOLD,0,O,1502,^THE_MAGNET^,0,0.0,0.0
4142,(3,0,O,1502,^THE_COQUET^,0,0.0,)
4143,0,0,SG,1502,0,0,0.0,BANNISTER
4144,0,0,CN,1502,0,0,ORG,HOOK
4145,0,0,OV,1503,0,0,0.0,0.0
4146,ABEL,0,SN,1503,0,0,HPD,MARSHAL~
4147,0,0,SG,1503,0,0,0.0,MARSHAL~
4148,0,0,SL,1503,0,0,VN,LETHIN
4149,WAGENSEIL,0,CN,1503,0,0,0.0,HPD?
4150,0,0,SG,1503,0,0,0.0,MARSHAL~
4151,PIECE,0,0,1503,0,0,BN,MARSHAL
4152,PIECE,0,0,1503,0,1,HPD,MARSHAL~
4153,JUST,0,LSN,1503,0,0,PF,MARSHAL~
4154,AVISON,0,CNGR,1503,0,0,0.0,0.0
4155,[EARLIER,0,0,1503,0,0,0.0,SLIGHTLY
4156,WITH,0,SL,1503,0,0,BN,"MARSHAL,"
4157,0,0,SG,1504,0,0,0.0,BANNISTER
4158,0,0,CN,1504,0,0,ORG,HOOK
4159,0,0,SL,1504,0,0,VN,REEVES
4160,0,0,CN,1505,0,0,VN,REEVES
4161,0,0,CN,1505,0,0,ORG,HOOK
4162,0,0,SG,1505,0,0,0.0,BANNISTER
4163,ALSO,0,0,1506,0,0,V,HARPER~
4164,0,0,SG,1506,0,0,0.0,BANNISTER
4165,HANDEL,0,CH,1507,^GOD_SAVE_THE_KING^,0,0.0,BOYS_OF_CR
4166,0,0,GL,1508,0,0,0.0,0.0
4167,AFTER,0,SG,1508,0,0,0.0,0.0
4168,AFTER,0,0,1508,0,0,0.0,PART
4169,ARNE-TA,0,O,1508,^THE_JUDGMENT_OF_PARIS^,0,0.0,0.0
4170,0,0,DT,1508,'GOD_SAVE_OUR_NOBLE_KING',0,v,and
4171,0,0,DT,1508,'GOD_SAVE_OUR_NOBLE_KING',1,v,CH
4172,0,0,CN,1509,0,0,0.0,REEVES
4173,0,0,CN,1509,0,0,ORG,HOOK
4174,0,0,SG,1509,0,0,0.0,BANNISTER
4175,0,0,SG,1510,0,0,0.0,YOUNG_GENTLEWOMAN
4176,0,0,CN,1510,0,0,ORG,HOOK
4177,0,0,SL,1510,0,0,VN,REEVES
4178,0,0,SG,1510,0,0,0.0,BANNISTER
4179,0,0,SG,1511,0,0,0.0,YOUNG_GENTLEWOMAN
4180,0,0,SG,1511,0,0,0.0,BANNISTER
4181,ALSO,0,0,1512,0,0,V,HARPER~
4182,0,0,CN,1512,0,0,ORG,HOOK
4183,0,0,SL,1512,0,0,VN,REEVES
4184,ALSO,0,0,1513,0,0,V,REINHOLD
4185,0,0,SG,1514,0,0,0.0,BANNISTER
4186,0,0,CN,1514,0,0,ORG,HOOK
4187,0,0,SL,1514,0,0,VN,REEVES
4188,ALSO,0,0,1515,0,0,V,REINHOLD
4189,ALSO,0,0,1516,0,0,V,REINHOLD
4190,0,0,CN,1516,0,0,ORG,HOOK
4191,0,0,CN,1516,0,0,VN,REEVES
4192,ALSO,0,0,1517,0,0,V,THOMAS~
4193,0,0,SG,1517,0,0,0.0,BANNISTER
4194,0,0,SG,1517,'O_WHAT',0,0.0,BANNISTER
4195,0,0,SG,1517,'WITH_HORNS',0,0.0,THOMPSON~J
4196,ALSO,0,0,1518,0,0,V,THOMAS~
4197,ALSO,0,0,1519,0,0,V,THOMAS~
4198,0,0,CN,1519,0,0,ORG,HOOK
4199,0,0,CN,1519,0,0,VN,REEVES
4200,ALSO,0,0,1520,0,0,V,REINHOLD
4201,0,0,SG,1520,0,0,0.0,BANNISTER
4202,ALSO,0,0,1521,0,0,V,THOMAS~
4203,ALSO,0,0,1523,0,0,V,CATLEY~
4204,0,0,SG,1523,0,0,0.0,REINHOLD
4205,0,0,SG,1523,0,0,0.0,BANNISTER
4206,0,0,SG,1523,'WATER_PARTED',0,0.0,CATLEY~
4207,0,0,CN,1523,0,0,ORG,REINHOLD
4208,0,0,SL,1523,0,0,VN,REEVES
4209,ALSO,0,0,1524,0,0,V,CATLEY~
4210,0,0,CN,1525,0,0,ORG,BURNEY-cr
4211,ALSO,0,0,1526,0,0,V,CATLEY~
4212,0,0,SG,1526,0,0,0.0,BANNISTER
4213,0,0,SG,1526,'WITH_HORNS',0,0.0,THOMPSON~J
4214,0,0,SG,1527,0,0,0.0,BANNISTER
4215,ALSO,0,0,1528,0,0,V,HARPER~
4216,BETWEEN,0,SG,1529,'IN_LOVE',0,0.0,CATLEY~
4217,0,0,SG,1529,'WATER_PARTED',0,0.0,CATLEY~
4218,0,0,SG,1529,'THE_SOLDIER',0,0.0,CATLEY~
4219,ARNE-TA,ARNE-TA O ^COMUS^,SG,1529,'THE_WANTON',0,0.0,CATLEY~
4220,ALSO,0,SG,1530,0,0,0.0,REINHOLD
4221,0,0,SG,1530,0,0,0.0,BANNISTER
4222,0,0,SG,1530,'WITH_HORNS',0,0.0,CATLEY~
4223,0,0,SG,1530,'THE_SOLDIER',0,0.0,CATLEY~
4224,ARNE-TA,ARNE-TA O ^COMUS^,SG,1530,'SWEET_ECHO',0,0.0,CATLEY~
4225,ALSO,0,0,1531,0,0,V,HARPER~
4226,0,0,SG,1531,0,0,0.0,BANNISTER
4227,0,0,SL,1531,0,0,VN,REEVES
4228,0,0,CN,1531,0,0,ORG,HOOK
4229,DURING,0,0,1531,0,0,0.0,WITH
4230,ALSO,0,0,1532,0,0,V,HARPER~
4231,ARNE-TA,0,SG,1532,'SWEET_ECHO',0,0.0,CATLEY~
4232,ALSO,0,SG,1534,0,0,0.0,CATLEY~
4233,0,0,SG,1534,'THE_SOLDIER',0,0.0,CATLEY~
4234,0,0,SG,1534,0,0,0.0,BANNISTER
4235,BETWEEN,0,SG,1534,'THE_WANTON',0,0.0,CATLEY~
4236,ARNE-TA,ARNE-TA O ^COMUS^,SG,1534,'SWEET_ECHO',0,0.0,CATLEY~
4237,DURING,0,0,1534,0,0,0.0,OF
4238,0,0,GL,1534,'HARK_THE',0,0.0,:
4239,ALSO,0,SG,1535,0,0,0.0,CATLEY~
4240,0,0,SG,1535,'THE_SOLDIER',0,0.0,CATLEY~
4241,0,0,SG,1535,0,0,0.0,BANNISTER
4242,BETWEEN,0,SG,1535,'THE_WANTON',0,0.0,CATLEY~
4243,AFTER,0,GL,1535,'HARK',0,0.0,:
4244,ALSO,0,SG,1536,'WITH_HORNS',0,0.0,CATLEY~
4245,0,0,SG,1536,'THE_SOLDIER',0,0.0,CATLEY~
4246,0,0,SG,1536,0,0,0.0,BANNISTER
4247,BETWEEN,0,SG,1536,'THE_WANTON',0,0.0,CATLEY~
4248,AFTER,0,GL,1536,'HARK',0,0.0,:
4249,ALSO,0,0,1537,0,0,V,HARPER~
4250,0,0,SL,1537,0,0,VN,ESSER~
4251,0,0,SG,1537,0,0,0.0,BANNISTER
4252,GIARDINI,0,SL,1537,0,0,VN,PUPIL_OF_REEVES
4253,ALSO,0,0,1538,0,0,V,HARPER~
4254,0,0,SG,1538,'WITH_HORNS',0,0.0,CATLEY~
4255,0,0,SG,1538,'THE_SOLDIER',0,0.0,CATLEY~
4256,0,0,CN,1538,0,0,ORG,HOOK
4257,0,0,SL,1538,0,0,VN,REEVES
4258,AFTER,0,GL,1538,'HARK',0,0.0,:
4259,ALSO,0,0,1539,0,0,V,HARPER~
4260,0,0,SG,1539,'WITH_HORNS',0,0.0,CATLEY~
4261,0,0,SG,1539,'THE_SOLDIER',0,0.0,CATLEY~
4262,0,0,SG,1539,0,0,0.0,BANNISTER
4263,0,0,CN,1539,0,0,ORG,HOOK
4264,0,0,SL,1539,0,0,VN,REEVES
4265,0,0,GL,1539,'HARK',0,0.0,:
4266,ALSO,0,SG,1540,0,0,0.0,BANNISTER
4267,0,0,CN,1540,0,0,ORG,HOOK
4268,0,0,SL,1540,0,0,VN,REEVES
4269,ALSO,0,0,1541,0,0,V,HARPER~
4270,0,0,SG,1541,'THE_SOLDIER',0,0.0,CATLEY~
4271,0,0,SG,1541,0,0,0.0,BANNISTER
4272,0,0,SG,1541,'WITH_HORNS',0,0.0,THOMPSON~J
4273,ARNE-TA,ARNE-TA O ^COMUS^,SG,1541,'THE_WANTON',0,0.0,CATLEY~
4274,0,0,CN,1541,0,0,ORG,HOOK
4275,0,0,SL,1541,0,0,VN,REEVES
4276,ALSO,0,0,1542,0,0,V,HARPER~
4277,0,0,CN,1542,0,0,ORG,HOOK
4278,0,0,SL,1542,0,0,VN,REEVES
4279,0,0,SG,1542,0,0,0.0,BANNISTER
4280,0,0,SG,1542,'O_WHAT',0,0.0,BANNISTER
4281,0,0,SG,1542,'WITH_HORNS',0,0.0,THOMPSON~J
4282,HANDEL,0,CH,1544,^GOD_SAVE_THE_QUEEN^,0,0.0,BOYS_OF_CR
4283,0,0,DT,1546,0,0,0.0,0.0
4284,0,0,O,1551,^THRENODIA_AUGUSTALIS^,0,0.0,0.0
4285,GUGLIELMI,GUGLIELMI O ^LE_PAZZIE_DI_ORLANDO^,OV,1552,0,0,0.0,0.0
4286,0,0,SG,1552,0,0,0.0,SAVOI
4287,0,0,SG,1552,0,0,0.0,BOSCHETTI~
4288,0,0,CN,1552,0,0,BN,BAUMGARTEN-s
4289,GIORDANI,0,SG,1552,0,0,0.0,MORIGI-A2
4290,0,0,CN,1552,0,0,FL,TACET
4291,0,0,SG,1552,0,0,0.0,SAVOI
4292,0,0,SL,1552,0,0,VC,DUPORT-jp
4293,0,0,SG,1552,0,0,0.0,GUGLIELMI~
4294,0,0,CN,1552,0,0,HN,PUNTO
4295,0,0,CN,1552,0,0,OB,FISCHER
4296,0,0,SG,1552,0,0,0.0,BOSCHETTI~
4297,0,0,CN,1552,0,0,VN,SIRMEN~
4298,0,0,SG,1552,0,0,0.0,+
4299,BACH,0,OV,1552,0,0,0.0,2ORCH
4300,DIR,0,0,1555,0,0,0.0,SMITH-JC
4301,HANDEL,0,O,1555,^ALEXANDER'S_FEAST^,0,0.0,0.0
4302,HANDEL,0,O,1555,^CORONATION_ANTHEM^,0,0.0,0.0
4303,0,PARIS,SL,1555,0,0,VC,JANSON
4304,NEVER,0,0,1555,0,0,0.0,ENGLAND)
4305,HANDEL,0,O,1556,^MESSIAH^,0,0.0,0.0
4306,END,0,CN,1556,0,0,HN,PUNTO
4307,END,0,0,1556,0,0,0.0,PART
4308,0,0,CN,1556,0,0,VN,SIRMEN~
4309,HANDEL,0,O,1558,^L'ALLEGRO^,0,0.0,0.0
4310,HANDEL,0,O,1558,^UTRECHT_TE_DEUM^,0,0.0,0.0
4311,END,0,CN,1558,0,0,HN,PUNTO
4312,END,0,0,1558,0,0,0.0,PART
4313,0,0,SL,1558,0,0,VC,JANSON
4314,HANDEL,0,O,1559,^JUDAS_MACCABAEUS^,0,0.0,0.0
4315,END,0,SL,1559,0,0,VC,DUPORT-jp
4316,END,0,0,1559,0,0,0.0,PART
4317,0,0,CN,1559,0,0,VN,SIRMEN~
4318,HANDEL,0,O,1560,^JUDAS_MACCABAEUS^,0,0.0,0.0
4319,0,0,SL,1560,0,0,VN,XIMENES
4320,0,0,CN,1560,0,0,VC,JANSON
4321,HANDEL,0,O,1561,^SAMSON^,0,0.0,0.0
4322,END,0,CN,1561,0,0,HN,PUNTO
4323,END,0,0,1561,0,0,0.0,PART
4324,0,0,CN,1561,0,0,VN,SIRMEN~
4325,0,0,GL,1562,0,0,0.0,0.0
4326,0,0,SL,1562,0,0,VN,FISHER
4327,HANDEL,0,O,1564,^ACIS_AND_GALATEA^,0,0.0,0.0
4328,HANDEL,0,O,1564,^ode_for_st_cecilia's_day^,0,0.0,0.0
4329,END,0,CN,1564,0,0,HN,PUNTO
4330,END,0,0,1564,0,0,0.0,PART
4331,0,0,SL,1564,0,0,VC,JANSON
4332,HANDEL,0,O,1565,^MESSIAH^,0,0.0,0.0
4333,END,0,SL,1565,0,0,VC,DUPORT-jp
4334,END,0,0,1565,0,0,0.0,PART
4335,0,0,CN,1565,0,0,VN,SIRMEN~
4336,0,0,SL,1566,0,0,VN,XIMENES
4337,PIECE,0,0,1566,0,0,HP,EVANS
4338,HANDEL,0,O,1567,^SAMSON^,0,0.0,0.0
4339,0,0,SL,1567,0,0,VC,JANSON
4340,ARNOLD,0,O,1568,^THE_RESURRECTION^,0,0.0,0.0
4341,END,0,CN,1568,0,0,HN,PUNTO
4342,END,0,0,1568,0,0,0.0,PART
4343,CIRRI,0,CN,1568,0,0,VN,SIRMEN~
4344,0,0,CN,1569,0,0,OB,FISCHER
4345,0,0,CN,1569,0,0,VC,CIRRI
4346,0,0,CN,1569,0,0,HN,PUNTO
4347,0,0,CN,1569,0,0,FL,TACET
4348,0,0,SL,1569,0,0,VN,SIRMEN~
4349,HANDEL,0,O,1571,^ALEXANDER'S_FEAST^,0,0.0,0.0
4350,HANDEL,0,O,1571,^CORONATION_ANTHEM^,0,0.0,0.0
4351,0,0,CN,1571,0,0,HN,PUNTO
4352,0,0,SL,1571,0,0,VC,JANSON
4353,ARNOLD,0,O,1572,^ABIMELECH^,0,0.0,0.0
4354,END,0,SL,1572,0,0,VC,DUPORT-jp
4355,END,0,0,1572,0,0,0.0,PART
4356,CIRRI,0,CN,1572,0,0,VN,SIRMEN~
4357,HANDEL,0,O,1573,^JOSEPH_AND_HIS_BRETHREN^,0,0.0,0.0
4358,0,0,CN,1573,0,0,VC,JANSON
4359,CONCERTO,0,0,1574,0,0,0.0,SPIRITUALE
4360,HANDEL,0,O,1574,0,0,0.0,0.0
4361,0,0,CN,1574,0,0,HN,PUNTO
4362,PERGOLESI,0,O,1574,^MISERERE^,0,0.0,0.0
4363,0,0,CN,1574,0,0,VN,SIRMEN~
4364,NEGRI,0,O,1574,0,0,0.0,0.0
4365,0,0,SL,1575,0,0,VN,LINLEY-t2
4366,0,0,CN,1575,0,0,VN,LINLEY-t2
4367,0,0,SL,1575,0,0,VDAG,ABEL
4368,0,0,CN,1575,0,0,FL,WENDLING
4369,0,0,SL,1575,0,0,VC,DUPORT-jp
4370,0,0,CN,1575,0,0,HN,PUNTO
4371,0,0,CN,1575,0,0,OB,FISCHER
4372,0,0,SL,1576,0,0,VN,XIMENES
4373,0,0,CN,1576,0,0,OB,PARKE
4374,PIECE,0,0,1576,0,0,0.0,0.0
4375,BETWEEN,0,DT,1576,0,0,HP,BROMLEY
4376,BETWEEN,0,DT,1576,0,1,HP,EVANS
4377,HANDEL,0,O,1578,^JUDAS_MACCABAEUS^,0,0.0,0.0
4378,0,0,CN,1578,0,0,HN,PUNTO
4379,0,0,SL,1578,0,0,VC,JANSON
4380,HANDEL,0,O,1579,^MESSIAH^,0,0.0,0.0
4381,END,0,SL,1579,0,0,VC,DUPORT-jp
4382,END,0,0,1579,0,0,0.0,PART
4383,0,0,CN,1579,0,0,VN,SIRMEN~
4384,VENTO,0,FAV,1580,0,0,0.0,MEETING
4385,HANDEL,0,O,1581,^ACIS_AND_GALATEA^,0,0.0,0.0
4386,HANDEL,0,O,1581,^ode_for_st_cecilia's_day^,0,0.0,0.0
4387,0,0,SL,1581,0,0,VC,JANSON
4388,HANDEL,0,O,1582,^MESSIAH^,0,0.0,0.0
4389,END,0,CN,1582,0,0,HN,PUNTO
4390,END,0,0,1582,0,0,0.0,PART
4391,CIRRI,0,CN,1582,0,0,VN,SIRMEN~
4392,BACH,0,O,1583,^ENDIMIONE^,0,0.0,0.0
4393,0,0,0,1583,0,0,i,FISCHER
4394,[LATER,0,0,1583,0,0,0.0,PARTS1-
4395,0,0,CN,1583,0,0,FL,WENDLING.]
4396,HANDEL,0,O,1585,^MESSIAH^,0,0.0,0.0
4397,0,0,CN,1585,0,0,VC,JANSON
4398,SECOND,0,0,1586,0,0,0.0,SPIRITUALE
4399,PICCINNI,0,OV,1586,0,0,0.0,0.0
4400,0,0,O,1586,^MORNING_HYMN^,0,0.0,0.0
4401,0,0,SL,1586,0,0,VC,DUPORT-jp
4402,GALUPPI,0,O,1586,^MISERERE^,0,0.0,0.0
4403,CIRRI,0,CN,1586,0,0,VN,SIRMEN~
4404,PERGOLESI,0,O,1586,^DIXIT_DOMINUS^,0,0.0,0.0
4405,HANDEL,0,O,1587,^MESSIAH^,0,0.0,0.0
4406,0,0,CN,1587,0,0,VC,JANSON
4407,0,0,CN,1587,0,0,HN,PUNTO
4408,THIRD,0,0,1588,0,0,0.0,SPIRITUALE
4409,HANDEL,0,O,1588,0,0,0.0,0.0
4410,0,0,SL,1588,0,0,VC,DUPORT-jp
4411,0,0,O,1588,^MORNING_HYMN^,0,0.0,0.0
4412,0,0,DT,1588,0,0,OB,FISCHER
4413,0,0,DT,1588,0,1,HN,PUNTO
4414,PERGOLESI,0,O,1588,^DIXIT_DOMINUS^,0,0.0,0.0
4415,0,0,CN,1588,0,0,VN,SIRMEN~
4416,NEGRI,0,O,1588,0,0,0.0,0.0
4417,ABEL,0,OV,1590,0,0,0.0,0.0
4418,0,0,DT,1590,0,0,VN,VACHON
4419,0,0,DT,1590,0,1,VC,DUPORT-jp
4420,0,0,CN,1590,0,0,FL,WENDLING
4421,0,0,SL,1590,0,0,VDAG,ABEL
4422,0,0,CN,1590,0,0,HN,PUNTO
4423,0,0,CN,1590,0,0,OB,FISCHER
